original_reactions,updated_reaction,mechanistic_class,mechanistic_label,data_source
O[C:1](=[O:2])[C:3]#[C:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[NH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[C:1](=[O:2])([C:3]#[C:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[NH:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[OH:101][C:1](=[O:2])[C:3]#[C:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[NH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1.[N:301](=[C:302]=[N:303]C1CCCCC1)C2CCCCC2>>[C:1](=[O:2])([C:3]#[C:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[NH:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,DCC_condensation,"[(301, 101.1), ([101.1, 101], 101), (101, 302), ([302, 301], 301), (11, 1), ([1, 2], 2), (303, 11.1), ([11.1, 11], 11), (2, [2, 1]), ([1, 101], 101), (101, [101, 302]), ([302, 303], 303)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[C@H:1]([C:2]([O:3][CH3:4])=[O:5])[CH3:6].[O:7]=[C:8]([NH:9][CH2:10][C:11]12[CH2:12][CH:13]3[CH2:14][CH:15]([CH2:16][CH:17]([CH2:18]3)[CH2:19]1)[CH2:20]2)[c:21]1[cH:22][c:23](-[c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]2[OH:30])[cH:31][cH:32][c:33]1[Cl:34]>>[C@H:1]([C:2]([O:3][CH3:4])=[O:5])([CH3:6])[O:30][c:29]1[c:24](-[c:23]2[cH:22][c:21]([C:8](=[O:7])[NH:9][CH2:10][C:11]34[CH2:12][CH:13]5[CH2:14][CH:15]([CH2:16][CH:17]([CH2:18]5)[CH2:19]3)[CH2:20]4)[c:33]([Cl:34])[cH:32][cH:31]2)[cH:25][cH:26][cH:27][cH:28]1,[O:7]=[C:8]([NH:9][CH2:10][C:11]12[CH2:12][CH:13]3[CH2:14][CH:15]([CH2:16][CH:17]([CH2:18]3)[CH2:19]1)[CH2:20]2)[c:21]1[cH:22][c:23](-[c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]2[OH:30])[cH:31][cH:32][c:33]1[Cl:34].[Cl:101][C@H:1]([C:2]([O:3][CH3:4])=[O:5])[CH3:6]>>[C@H:1]([C:2]([O:3][CH3:4])=[O:5])([CH3:6])[O:30][c:29]1[c:24](-[c:23]2[cH:22][c:21]([C:8](=[O:7])[NH:9][CH2:10][C:11]34[CH2:12][CH:13]5[CH2:14][CH:15]([CH2:16][CH:17]([CH2:18]5)[CH2:19]3)[CH2:20]4)[c:33]([Cl:34])[cH:32][cH:31]2)[cH:25][cH:26][cH:27][cH:28]1,SN1,"[([1, 101], 101), (30, 1)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O[C:1](=[O:2])[c:3]1[n:4][cH:5][c:6]([Cl:7])[cH:8][c:9]1[NH:10][S:11](=[O:12])(=[O:13])[c:14]1[cH:15][cH:16][c:17]([Cl:18])[c:19]([C:20]([F:21])([F:22])[F:23])[cH:24]1.[CH3:25][NH:26][O:27][CH3:28]>>[C:1](=[O:2])([c:3]1[n:4][cH:5][c:6]([Cl:7])[cH:8][c:9]1[NH:10][S:11](=[O:12])(=[O:13])[c:14]1[cH:15][cH:16][c:17]([Cl:18])[c:19]([C:20]([F:21])([F:22])[F:23])[cH:24]1)[N:26]([CH3:25])[O:27][CH3:28],[OH:101][C:1](=[O:2])[c:3]1[n:4][cH:5][c:6]([Cl:7])[cH:8][c:9]1[NH:10][S:11](=[O:12])(=[O:13])[c:14]1[cH:15][cH:16][c:17]([Cl:18])[c:19]([C:20]([F:21])([F:22])[F:23])[cH:24]1.[CH3:25][NH:26][O:27][CH3:28].[N:301](=[C:302]=[N:303]C1CCCCC1)C2CCCCC2>>[C:1](=[O:2])([c:3]1[n:4][cH:5][c:6]([Cl:7])[cH:8][c:9]1[NH:10][S:11](=[O:12])(=[O:13])[c:14]1[cH:15][cH:16][c:17]([Cl:18])[c:19]([C:20]([F:21])([F:22])[F:23])[cH:24]1)[N:26]([CH3:25])[O:27][CH3:28],DCC_condensation,"[(301, 101.1), ([101.1, 101], 101), (101, 302), ([302, 301], 301), (26, 1), ([1, 2], 2), (303, 26.1), ([26.1, 26], 26), (2, [2, 1]), ([1, 101], 101), (101, [101, 302]), ([302, 303], 303)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
[O:1]=[C:2]([c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1)[c:3]1[cH:8][cH:7][cH:6][cH:5][cH:4]1>>[OH:1][CH:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1.[BH4-:301].[CH3][OH1:302]>>[OH:1][CH:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,carbonyl_reduction,"[([301, 301.1], 2), ([2, 1], 1), (1, 302.1), ([302.1, 302], 302)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O[CH2:1][C:2]([C:3]([O:4][CH3:5])=[O:6])([CH3:7])[CH3:8].[CH3:9][CH2:10][c:11]1[cH:12][c:13]([OH:14])[cH:15][cH:16][c:17]1[Cl:18]>>[CH2:1]([C:2]([C:3]([O:4][CH3:5])=[O:6])([CH3:7])[CH3:8])[O:14][c:13]1[cH:12][c:11]([CH2:10][CH3:9])[c:17]([Cl:18])[cH:16][cH:15]1,[CH3:9][CH2:10][c:11]1[cH:12][c:13]([OH:14])[cH:15][cH:16][c:17]1[Cl:18].[OH:101][CH2:1][C:2]([C:3]([O:4][CH3:5])=[O:6])([CH3:7])[CH3:8].c1ccccc1[P:301](c2ccccc2)c3ccccc3.[O:302]=[C:303]([N:304]=[N:305]C(=O)OCC)OCC>>[CH2:1]([C:2]([C:3]([O:4][CH3:5])=[O:6])([CH3:7])[CH3:8])[O:14][c:13]1[cH:12][c:11]([CH2:10][CH3:9])[c:17]([Cl:18])[cH:16][cH:15]1,Mitsunobu,"[(301, 305), ([305, 304], 304), (304, [304, 303]), ([303, 302], 302), (302, [302, 303]), ([303, 304], 14.1), ([14.1, 14], 14), (101, 301), ([301, 305], 305), (305, 101.1), ([101.1, 101], 101), (14, 1), ([1, 101], [101, 301])]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH2:1][CH2:2][CH:3]=[CH2:4].[CH3:5][S:6][c:7]1[n:8][cH:9][c:10]2[c:11]([n:12]1)[nH:13][c:14](=[O:15])[c:16](-[c:17]1[cH:18][cH:19][c:20](-[c:21]3[cH:22][n:23][cH:24][c:25]([CH3:26])[n:27]3)[cH:28][c:29]1[Cl:30])[cH:31]2>>[CH2:1]([CH2:2][CH:3]=[CH2:4])[n:13]1[c:11]2[c:10]([cH:9][n:8][c:7]([S:6][CH3:5])[n:12]2)[cH:31][c:16](-[c:17]2[cH:18][cH:19][c:20](-[c:21]3[cH:22][n:23][cH:24][c:25]([CH3:26])[n:27]3)[cH:28][c:29]2[Cl:30])[c:14]1=[O:15],[CH3:5][S:6][c:7]1[n:8][cH:9][c:10]2[c:11]([n:12]1)[nH:13][c:14](=[O:15])[c:16](-[c:17]1[cH:18][cH:19][c:20](-[c:21]3[cH:22][n:23][cH:24][c:25]([CH3:26])[n:27]3)[cH:28][c:29]1[Cl:30])[cH:31]2.[Br:101][CH2:1][CH2:2][CH:3]=[CH2:4]>>[CH2:1]([CH2:2][CH:3]=[CH2:4])[n:13]1[c:11]2[c:10]([cH:9][n:8][c:7]([S:6][CH3:5])[n:12]2)[cH:31][c:16](-[c:17]2[cH:18][cH:19][c:20](-[c:21]3[cH:22][n:23][cH:24][c:25]([CH3:26])[n:27]3)[cH:28][c:29]2[Cl:30])[c:14]1=[O:15],SN2,"[(13, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O[C:1](=[O:2])[CH2:3][Cl:4].[CH3:5][C:6]([CH3:7])([CH3:8])[O:9][C:10](=[O:11])[N:12]1[CH2:13][C@H:14]([OH:15])[C@@H:16]([NH:17][c:18]2[cH:19][cH:20][c:21]([Br:22])[cH:23][c:24]2[N+:25](=[O:26])[O-:27])[CH2:28]1>>[C:1](=[O:2])([CH2:3][Cl:4])[O:15][C@@H:14]1[CH2:13][N:12]([C:10]([O:9][C:6]([CH3:5])([CH3:7])[CH3:8])=[O:11])[CH2:28][C@@H:16]1[NH:17][c:18]1[cH:19][cH:20][c:21]([Br:22])[cH:23][c:24]1[N+:25](=[O:26])[O-:27],[CH3:5][C:6]([CH3:7])([CH3:8])[O:9][C:10](=[O:11])[N:12]1[CH2:13][C@H:14]([OH:15])[C@@H:16]([NH:17][c:18]2[cH:19][cH:20][c:21]([Br:22])[cH:23][c:24]2[N+:25](=[O:26])[OH:27])[CH2:28]1.[OH:101][C:1](=[O:2])[CH2:3][Cl:4].[N:301](=[C:302]=[N:303]C1CCCCC1)C2CCCCC2>>[C:1](=[O:2])([CH2:3][Cl:4])[O:15][C@@H:14]1[CH2:13][N:12]([C:10]([O:9][C:6]([CH3:5])([CH3:7])[CH3:8])=[O:11])[CH2:28][C@@H:16]1[NH:17][c:18]1[cH:19][cH:20][c:21]([Br:22])[cH:23][c:24]1[N+:25](=[O:26])[OH:27],DCC_condensation,"[(301, 101.1), ([101.1, 101], 101), (101, 302), ([302, 301], 301), (15, 1), ([1, 2], 2), (303, 15.1), ([15.1, 15], 15), (2, [2, 1]), ([1, 101], 101), (101, [101, 302]), ([302, 303], 303)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[C@@H:1]1[C@H:2]([NH:3][C:4]([CH3:5])=[O:6])[C@@H:7]([O:8][C:9]([CH3:10])=[O:11])[C@@H:12]([O:13][C:14]([CH3:15])=[O:16])[C@@H:17]([CH2:18][O:19][C:20]([CH3:21])=[O:22])[O:23]1.[N-:24]=[N+:25]=[N-:26]>>[C@@H:1]1([N:24]=[N+:25]=[N-:26])[C@H:2]([NH:3][C:4]([CH3:5])=[O:6])[C@@H:7]([O:8][C:9]([CH3:10])=[O:11])[C@@H:12]([O:13][C:14]([CH3:15])=[O:16])[C@@H:17]([CH2:18][O:19][C:20]([CH3:21])=[O:22])[O:23]1,[Cl:101][C@@H:1]1[C@H:2]([NH:3][C:4]([CH3:5])=[O:6])[C@@H:7]([O:8][C:9]([CH3:10])=[O:11])[C@@H:12]([O:13][C:14]([CH3:15])=[O:16])[C@@H:17]([CH2:18][O:19][C:20]([CH3:21])=[O:22])[O:23]1.[N-:24]=[N+:25]=[N-:26]>>[C@@H:1]1([N:24]=[N+:25]=[N-:26])[C@H:2]([NH:3][C:4]([CH3:5])=[O:6])[C@@H:7]([O:8][C:9]([CH3:10])=[O:11])[C@@H:12]([O:13][C:14]([CH3:15])=[O:16])[C@@H:17]([CH2:18][O:19][C:20]([CH3:21])=[O:22])[O:23]1,SN2,"[(24, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH2:1][c:2]1[cH:3][cH:4][c:5]2[n:6][o:7][n:8][c:9]2[cH:10]1.[O:11]=[N+:12]([O-:13])[c:14]1[cH:15][cH:16][c:17]([NH:18][n:19]2[cH:20][n:21][cH:22][n:23]2)[cH:24][cH:25]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]2[n:6][o:7][n:8][c:9]2[cH:10]1)[N:18]([c:17]1[cH:16][cH:15][c:14]([N+:12](=[O:11])[O-:13])[cH:25][cH:24]1)[n:19]1[cH:20][n:21][cH:22][n:23]1,[O:11]=[N+:12]([OH:13])[c:14]1[cH:15][cH:16][c:17]([NH:18][n:19]2[cH:20][n:21][cH:22][n:23]2)[cH:24][cH:25]1.[Br:101][CH2:1][c:2]1[cH:3][cH:4][c:5]2[n:6][o:7][n:8][c:9]2[cH:10]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]2[n:6][o:7][n:8][c:9]2[cH:10]1)[N:18]([c:17]1[cH:16][cH:15][c:14]([N+:12](=[O:11])[OH:13])[cH:25][cH:24]1)[n:19]1[cH:20][n:21][cH:22][n:23]1,SN2,"[(18, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
CCO[C:1](=[O:2])[c:3]1[cH:4][n:5][c:6]2[n:7]([c:8]1=[O:9])[CH2:10][CH2:11][CH2:12]2.[NH2:13][NH2:14]>>[C:1](=[O:2])([c:3]1[cH:4][n:5][c:6]2[n:7]([c:8]1=[O:9])[CH2:10][CH2:11][CH2:12]2)[NH:13][NH2:14],CC[O:101][C:1](=[O:2])[c:3]1[cH:4][n:5][c:6]2[n:7]([c:8]1=[O:9])[CH2:10][CH2:11][CH2:12]2.[NH2:13][NH2:14]>>[C:1](=[O:2])([c:3]1[cH:4][n:5][c:6]2[n:7]([c:8]1=[O:9])[CH2:10][CH2:11][CH2:12]2)[NH:13][NH2:14],nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,"[(13, 1), ([1, 2], 2), (2, [2, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[C:1]([c:2]1[c:3]2[cH:4][cH:5][c:6]([O:7][CH3:8])[cH:9][c:10]2[o:11][c:12](=[O:13])[cH:14]1)[CH3:15].[NH2:16][NH2:17]>>[C:1]([c:2]1[c:3]2[cH:4][cH:5][c:6]([O:7][CH3:8])[cH:9][c:10]2[o:11][c:12](=[O:13])[cH:14]1)([CH3:15])=[N:16][NH2:17],[O:101]=[C:1]([c:2]1[c:3]2[cH:4][cH:5][c:6]([O:7][CH3:8])[cH:9][c:10]2[o:11][c:12](=[O:13])[cH:14]1)[CH3:15].[NH2:16][NH2:17].[H+:301]>>[C:1]([c:2]1[c:3]2[cH:4][cH:5][c:6]([O:7][CH3:8])[cH:9][c:10]2[o:11][c:12](=[O:13])[cH:14]1)([CH3:15])=[N:16][NH2:17],imine_formation,"[(16, 1), ([1, 101], 301), (101, 16.1), ([16.1, 16], 16), (16, [16, 1]), ([1, 101], 101), ([16.1, 16], 16)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[C:1]([CH3:2])[CH3:3].[F:4][c:5]1[cH:6][c:7]([O:8][CH:9]2[CH2:10][CH2:11][NH:12][CH2:13][CH2:14]2)[cH:15][cH:16][c:17]1[Br:18]>>[CH:1]([CH3:2])([CH3:3])[N:12]1[CH2:11][CH2:10][CH:9]([O:8][c:7]2[cH:6][c:5]([F:4])[c:17]([Br:18])[cH:16][cH:15]2)[CH2:14][CH2:13]1,[F:4][c:5]1[cH:6][c:7]([O:8][CH:9]2[CH2:10][CH2:11][NH:12][CH2:13][CH2:14]2)[cH:15][cH:16][c:17]1[Br:18].[O:101]=[C:1]([CH3:2])[CH3:3].[H+:301].[BH3-:302]C#N.[Na+]>>[CH:1]([CH3:2])([CH3:3])[N:12]1[CH2:11][CH2:10][CH:9]([O:8][c:7]2[cH:6][c:5]([F:4])[c:17]([Br:18])[cH:16][cH:15]2)[CH2:14][CH2:13]1,reductive_amination,"[(12, 1), ([1, 101], 301), (101, 12.1), ([12.1, 12], 12), (12, [12, 1]), ([1, 101], 101), ([302, 302.1], 1), ([1, 12], 12)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[C:1]([c:2]1[cH:3][cH:4][c:5]([S:6][c:7]2[cH:8][cH:9][cH:10][c:11]([C:12]3([CH3:13])[CH2:14][O:15][CH:16]([CH2:17][CH3:18])[O:19]3)[cH:20]2)[cH:21][cH:22]1)[CH3:23].[NH2:24][OH:25]>>[C:1]([c:2]1[cH:3][cH:4][c:5]([S:6][c:7]2[cH:8][cH:9][cH:10][c:11]([C:12]3([CH3:13])[CH2:14][O:15][CH:16]([CH2:17][CH3:18])[O:19]3)[cH:20]2)[cH:21][cH:22]1)([CH3:23])=[N:24][OH:25],[O:101]=[C:1]([c:2]1[cH:3][cH:4][c:5]([S:6][c:7]2[cH:8][cH:9][cH:10][c:11]([C:12]3([CH3:13])[CH2:14][O:15][CH:16]([CH2:17][CH3:18])[O:19]3)[cH:20]2)[cH:21][cH:22]1)[CH3:23].[NH2:24][OH:25].[H+:301]>>[C:1]([c:2]1[cH:3][cH:4][c:5]([S:6][c:7]2[cH:8][cH:9][cH:10][c:11]([C:12]3([CH3:13])[CH2:14][O:15][CH:16]([CH2:17][CH3:18])[O:19]3)[cH:20]2)[cH:21][cH:22]1)([CH3:23])=[N:24][OH:25],imine_formation,"[(24, 1), ([1, 101], 301), (101, 24.1), ([24.1, 24], 24), (24, [24, 1]), ([1, 101], 101), ([24.1, 24], 24)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O[C:1]([c:2]1[cH:3][cH:4][n:5]2[cH:6][c:7](-[c:8]3[c:9]([CH3:10])[o:11][n:12][c:13]3-[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[n:20][c:21]2[cH:22]1)=[O:23].[NH2:24][CH:25]1[CH2:26][CH2:27][CH2:28]1>>[C:1]([c:2]1[cH:3][cH:4][n:5]2[cH:6][c:7](-[c:8]3[c:9]([CH3:10])[o:11][n:12][c:13]3-[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[n:20][c:21]2[cH:22]1)(=[O:23])[NH:24][CH:25]1[CH2:26][CH2:27][CH2:28]1,[OH:101][C:1]([c:2]1[cH:3][cH:4][n:5]2[cH:6][c:7](-[c:8]3[c:9]([CH3:10])[o:11][n:12][c:13]3-[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[n:20][c:21]2[cH:22]1)=[O:23].[NH2:24][CH:25]1[CH2:26][CH2:27][CH2:28]1.[N:301](=[C:302]=[N:303]C1CCCCC1)C2CCCCC2>>[C:1]([c:2]1[cH:3][cH:4][n:5]2[cH:6][c:7](-[c:8]3[c:9]([CH3:10])[o:11][n:12][c:13]3-[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[n:20][c:21]2[cH:22]1)(=[O:23])[NH:24][CH:25]1[CH2:26][CH2:27][CH2:28]1,DCC_condensation,"[(301, 101.1), ([101.1, 101], 101), (101, 302), ([302, 301], 301), (24, 1), ([1, 23], 23), (303, 24.1), ([24.1, 24], 24), (23, [23, 1]), ([1, 101], 101), (101, [101, 302]), ([302, 303], 303)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[c:1]1[n:2][cH:3][c:4]([C:5](=[O:6])[OH:7])[cH:8][c:9]1[Br:10].[OH:11][CH2:12][CH:13]1[CH2:14][CH2:15]1>>[c:1]1([O:11][CH2:12][CH:13]2[CH2:14][CH2:15]2)[n:2][cH:3][c:4]([C:5](=[O:6])[OH:7])[cH:8][c:9]1[Br:10],[Cl:101][c:1]1[n:2][cH:3][c:4]([C:5](=[O:6])[OH:7])[cH:8][c:9]1[Br:10].[OH:11][CH2:12][CH:13]1[CH2:14][CH2:15]1.[H-:301].[Na+]>>[c:1]1([O:11][CH2:12][CH:13]2[CH2:14][CH2:15]2)[n:2][cH:3][c:4]([C:5](=[O:6])[OH:7])[cH:8][c:9]1[Br:10],SNAr_alco(thi)ol(para),"[(301, 11.1), ([11.1, 11], 11), (11, 1), ([1, 9], [9, 8]), ([8, 4], [4, 5]), ([5, 6], 6), (6, [6, 5]), ([5, 4], [4, 8]), ([8, 9], [9, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[CH:1][c:2]1[c:3]([O:4][CH2:5][c:6]2[cH:7][c:8]([O:9][CH3:10])[c:11]([O:12][CH2:13][c:14]3[n:15][c:16](-[c:17]4[cH:18][cH:19][cH:20][o:21]4)[o:22][c:23]3[CH3:24])[cH:25][cH:26]2)[n:27][n:28](-[c:29]2[cH:30][cH:31][cH:32][cH:33][cH:34]2)[cH:35]1.[N:36]#[C:37][CH2:38][C:39]#[N:40]>>[CH:1]([c:2]1[c:3]([O:4][CH2:5][c:6]2[cH:7][c:8]([O:9][CH3:10])[c:11]([O:12][CH2:13][c:14]3[n:15][c:16](-[c:17]4[cH:18][cH:19][cH:20][o:21]4)[o:22][c:23]3[CH3:24])[cH:25][cH:26]2)[n:27][n:28](-[c:29]2[cH:30][cH:31][cH:32][cH:33][cH:34]2)[cH:35]1)=[C:38]([C:37]#[N:36])[C:39]#[N:40],[O:101]=[CH:1][c:2]1[c:3]([O:4][CH2:5][c:6]2[cH:7][c:8]([O:9][CH3:10])[c:11]([O:12][CH2:13][c:14]3[n:15][c:16](-[c:17]4[cH:18][cH:19][cH:20][o:21]4)[o:22][c:23]3[CH3:24])[cH:25][cH:26]2)[n:27][n:28](-[c:29]2[cH:30][cH:31][cH:32][cH:33][cH:34]2)[cH:35]1.[N:36]#[C:37][CH2:38][C:39]#[N:40].[OH-:301]>>[CH:1]([c:2]1[c:3]([O:4][CH2:5][c:6]2[cH:7][c:8]([O:9][CH3:10])[c:11]([O:12][CH2:13][c:14]3[n:15][c:16](-[c:17]4[cH:18][cH:19][cH:20][o:21]4)[o:22][c:23]3[CH3:24])[cH:25][cH:26]2)[n:27][n:28](-[c:29]2[cH:30][cH:31][cH:32][cH:33][cH:34]2)[cH:35]1)=[C:38]([C:37]#[N:36])[C:39]#[N:40],aldol_condensation,"[(301, 38.1), ([38.1, 38], [38, 37]), ([37, 36], 36), (36, [36, 37]), ([37, 38], 1), ([1, 101], 101), (101, 301.1), ([301.1, 301], 301), (301, 38.1), ([38.1, 38], [38, 37]), ([37, 36], 36), (36, [36, 37]), ([37, 38], [38, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[CH2:1][c:2]1[c:3](-[c:4]2[c:5]([CH3:6])[cH:7][cH:8][cH:9][cH:10]2)[n:11][c:12]2[c:13]([CH3:14])[cH:15][cH:16][cH:17][c:18]2[cH:19]1.[NH2:20][c:21]1[n:22][cH:23][n:24][c:25]2[nH:26][n:27][c:28]([I:29])[c:30]12>>[CH2:1]([c:2]1[c:3](-[c:4]2[c:5]([CH3:6])[cH:7][cH:8][cH:9][cH:10]2)[n:11][c:12]2[c:13]([CH3:14])[cH:15][cH:16][cH:17][c:18]2[cH:19]1)[n:26]1[c:25]2[n:24][cH:23][n:22][c:21]([NH2:20])[c:30]2[c:28]([I:29])[n:27]1,[Cl:101][CH2:1][c:2]1[c:3](-[c:4]2[c:5]([CH3:6])[cH:7][cH:8][cH:9][cH:10]2)[n:11][c:12]2[c:13]([CH3:14])[cH:15][cH:16][cH:17][c:18]2[cH:19]1.[NH2:20][c:21]1[n:22][cH:23][n:24][c:25]2[nH:26][n:27][c:28]([I:29])[c:30]12>>[CH2:1]([c:2]1[c:3](-[c:4]2[c:5]([CH3:6])[cH:7][cH:8][cH:9][cH:10]2)[n:11][c:12]2[c:13]([CH3:14])[cH:15][cH:16][cH:17][c:18]2[cH:19]1)[n:26]1[c:25]2[n:24][cH:23][n:22][c:21]([NH2:20])[c:30]2[c:28]([I:29])[n:27]1,SN2,"[(26, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O[C:19]([C@H:18]1[N:8]([C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7])[C@H:9]([c:10]2[cH:11][cH:12][cH:13][n:14][cH:15]2)[S:16][CH2:17]1)=[O:20].[NH2:21][c:22]1[n:23][c:24](-[c:25]2[cH:26][cH:27][c:28]([C:29](=[O:30])[NH:31][CH:32]3[CH2:33][CH2:34]3)[cH:35][cH:36]2)[cH:37][s:38]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH:9]([c:10]2[cH:11][cH:12][cH:13][n:14][cH:15]2)[S:16][CH2:17][CH:18]1[C:19](=[O:20])[NH:21][c:22]1[n:23][c:24](-[c:25]2[cH:26][cH:27][c:28]([C:29](=[O:30])[NH:31][CH:32]3[CH2:33][CH2:34]3)[cH:35][cH:36]2)[cH:37][s:38]1,[OH:101][C:19]([C@H:18]1[N:8]([C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7])[C@H:9]([c:10]2[cH:11][cH:12][cH:13][n:14][cH:15]2)[S:16][CH2:17]1)=[O:20].[NH2:21][c:22]1[n:23][c:24](-[c:25]2[cH:26][cH:27][c:28]([C:29](=[O:30])[NH:31][CH:32]3[CH2:33][CH2:34]3)[cH:35][cH:36]2)[cH:37][s:38]1.[N:301](=[C:302]=[N:303]C1CCCCC1)C2CCCCC2>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH:9]([c:10]2[cH:11][cH:12][cH:13][n:14][cH:15]2)[S:16][CH2:17][CH:18]1[C:19](=[O:20])[NH:21][c:22]1[n:23][c:24](-[c:25]2[cH:26][cH:27][c:28]([C:29](=[O:30])[NH:31][CH:32]3[CH2:33][CH2:34]3)[cH:35][cH:36]2)[cH:37][s:38]1,DCC_condensation,"[(301, 101.1), ([101.1, 101], 101), (101, 302), ([302, 301], 301), (21, 19), ([19, 20], 20), (303, 21.1), ([21.1, 21], 21), (20, [20, 19]), ([19, 101], 101), (101, [101, 302]), ([302, 303], 303)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
CO[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[NH:9][CH2:10][c:11]2[cH:12][cH:13][n:14][n:15]2[CH3:16])[s:17]1.[NH2:18][NH2:19]>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[NH:9][CH2:10][c:11]2[cH:12][cH:13][n:14][n:15]2[CH3:16])[s:17]1)[NH:18][NH2:19],C[O:101][C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[NH:9][CH2:10][c:11]2[cH:12][cH:13][n:14][n:15]2[CH3:16])[s:17]1.[NH2:18][NH2:19]>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[NH:9][CH2:10][c:11]2[cH:12][cH:13][n:14][n:15]2[CH3:16])[s:17]1)[NH:18][NH2:19],nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,"[(18, 1), ([1, 2], 2), (2, [2, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
